Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,LBH,LBA,LBD,WHH,WHA,WHD
20120407,Liverpool,Aston Villa,1,1,D,1.44,8.0,4.0,1.44,7.0,4.33
20120407,Norwich,Everton,2,2,D,2.62,2.5,3.25,2.9,2.5,3.1
20120407,Stoke,Wolves,2,1,H,1.62,5.5,3.75,1.62,5.0,4.0
20120407,Sunderland,Tottenham,0,0,D,3.1,2.3,3.3,3.4,2.2,3.2
20120407,West Brom,Blackburn,3,0,H,2.0,3.75,3.4,2.0,4.0,3.2
20120408,Arsenal,Man City,1,0,H,2.5,2.9,3.2,2.5,3.0,3.0
20120408,Man United,QPR,2,0,H,1.14,15.0,7.0,1.2,15.0,6.0
20120409,Aston Villa,Stoke,1,1,D,2.3,3.2,3.2,2.25,3.4,3.1
20120409,Everton,Sunderland,4,0,H,1.91,4.2,3.3,1.83,4.6,3.3
20120409,Fulham,Chelsea,1,1,D,3.6,2.1,3.3,3.4,2.2,3.2
20120409,Newcastle,Bolton,2,0,H,1.62,6.0,3.75,1.53,6.0,4.0
20120409,Tottenham,Norwich,1,2,A,1.36,10.0,4.5,1.3,9.0,5.5
20120410,Blackburn,Liverpool,2,3,A,3.6,2.1,3.3,3.2,2.0,3.2
20120411,Man City,West Brom,4,0,H,1.22,13.0,6.0,1.25,15.0,5.0
20120411,QPR,Swansea,3,0,H,2.15,3.4,3.3,2.15,3.4,3.3
20120411,Wigan,Man United,1,0,H,9.0,1.33,5.0,9.0,1.36,4.5
20120411,Wolves,Arsenal,0,3,A,6.5,1.44,4.5,7.0,1.5,4.0
20120414,Norwich,Man City,1,6,A,6.0,1.57,3.75,5.5,1.57,4.0
20120414,Sunderland,Wolves,0,0,D,1.53,6.0,3.75,1.55,6.5,3.75
20120414,Swansea,Blackburn,3,0,H,2.0,3.3,3.3,2.05,3.5,3.4
20120414,West Brom,QPR,1,0,H,2.05,3.5,3.4,2.25,3.3,3.2
20120415,Man United,Aston Villa,4,0,H,1.22,12.0,6.0,1.25,12.0,5.5
20120416,Arsenal,Wigan,1,2,A,1.2,11.0,5.5,1.29,11.0,5.0
20120421,Arsenal,Chelsea,0,0,D,2.0,3.6,3.5,2.0,3.6,3.5
20120421,Aston Villa,Sunderland,0,0,D,2.25,3.0,3.3,2.4,3.0,3.2
20120421,Blackburn,Norwich,2,0,H,2.0,3.6,3.5,2.1,3.4,3.4
20120421,Bolton,Swansea,1,1,D,2.05,3.5,3.4,2.25,3.1,3.4
20120421,Fulham,Wigan,2,1,H,1.91,4.0,3.4,1.91,4.0,3.5
20120421,Newcastle,Stoke,3,0,H,1.62,5.0,3.75,1.7,5.0,3.6
20120421,QPR,Tottenham,1,0,H,3.75,1.95,3.5,3.8,1.95,3.5
20120422,Liverpool,West Brom,0,1,A,1.44,7.0,4.33,1.44,7.5,4.2
20120422,Man United,Everton,4,4,D,1.29,11.0,5.0,1.3,11.0,5.0
20120422,Wolves,Man City,0,2,A,12.0,1.22,6.0,12.0,1.22,6.0
20120424,Aston Villa,Bolton,1,2,A,2.0,3.75,3.4,1.91,4.0,3.4
20120428,Everton,Fulham,4,0,H,1.83,4.5,3.4,1.8,4.6,3.5
20120428,Norwich,Liverpool,0,3,A,3.6,2.0,3.5,3.6,2.0,3.5
20120428,Stoke,Arsenal,1,1,D,4.33,1.91,3.25,4.0,1.91,3.5
20120428,Sunderland,Bolton,2,2,D,1.91,4.0,3.4,1.91,4.0,3.4
20120428,Swansea,Wolves,4,4,D,1.57,6.5,3.6,1.53,6.0,4.0
20120428,West Brom,Aston Villa,0,0,D,2.1,3.5,3.25,2.1,3.4,3.4
20120428,Wigan,Newcastle,4,0,H,2.88,2.4,3.3,2.8,2.5,3.3
20120429,Chelsea,QPR,6,1,H,1.36,9.0,4.5,1.33,8.5,5.0
20120429,Tottenham,Blackburn,2,0,H,1.4,8.0,4.5,1.4,6.5,5.0
20120430,Man City,Man United,1,0,H,2.2,3.25,3.3,2.2,3.25,3.3
20120501,Liverpool,Fulham,0,1,A,1.62,6.0,3.6,1.6,5.5,4.0
20120501,Stoke,Everton,1,1,D,2.7,2.62,3.2,2.75,2.6,3.2
20120502,Bolton,Tottenham,1,4,A,3.75,2.0,3.4,4.0,1.85,3.75
20120502,Chelsea,Newcastle,0,2,A,1.53,6.5,3.8,1.53,6.0,4.0
20120505,Arsenal,Norwich,3,3,D,1.25,12.0,5.5,1.25,15.0,5.0
20120506,Aston Villa,Tottenham,1,1,D,4.0,1.91,3.4,4.33,1.91,3.2
20120506,Bolton,West Brom,2,2,D,2.0,3.6,3.5,2.1,3.75,3.1
20120506,Fulham,Sunderland,2,1,H,1.83,4.0,3.5,1.91,4.33,3.2
20120506,Man United,Swansea,2,0,H,1.17,15.0,7.0,1.2,19.0,5.5
20120506,Newcastle,Man City,0,2,A,5.0,1.62,4.0,4.5,1.73,3.75
20120506,QPR,Stoke,1,0,H,1.91,4.0,3.4,1.91,4.33,3.2
20120506,Wolves,Everton,0,0,D,4.5,1.73,3.5,5.0,1.73,3.5
20120507,Blackburn,Wigan,0,1,A,2.5,2.75,3.3,2.5,2.9,3.1
20120508,Liverpool,Chelsea,4,1,H,2.2,3.2,3.4,2.15,3.5,3.2
20120513,Chelsea,Blackburn,2,1,H,1.3,9.0,5.0,1.3,11.0,5.0
20120513,Everton,Newcastle,3,1,H,2.25,3.0,3.5,2.2,3.3,3.3
20120513,Man City,QPR,3,2,H,1.14,17.0,7.0,1.14,21.0,7.0
20120513,Norwich,Aston Villa,2,0,H,2.25,3.0,3.4,2.25,3.3,3.2
20120513,Stoke,Bolton,2,2,D,2.38,2.75,3.4,2.4,2.9,3.3
20120513,Sunderland,Man United,0,1,A,7.5,1.4,4.5,7.0,1.44,4.33
20120513,Swansea,Liverpool,1,0,H,3.4,2.0,3.4,3.4,2.15,3.3
20120513,Tottenham,Fulham,2,0,H,1.4,7.5,4.5,1.4,9.0,4.2
20120513,West Brom,Arsenal,2,3,A,4.5,1.7,3.75,5.0,1.7,3.6
20120513,Wigan,Wolves,3,2,H,1.57,6.0,3.75,1.62,6.0,3.6
