Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,LBH,LBA,LBD,WHH,WHA,WHD
20110926,Norwich,Sunderland,2,1,H,2.4,3.0,3.3,2.6,2.8,3.1
20111001,Aston Villa,Wigan,2,0,H,1.67,6.0,3.5,1.6,6.0,3.75
20111001,Blackburn,Man City,0,4,A,6.5,1.53,4.0,5.0,1.62,4.2
20111001,Everton,Liverpool,0,2,A,2.9,2.5,3.25,2.9,2.45,3.25
20111001,Man United,Norwich,2,0,H,1.17,17.0,7.0,1.18,12.0,7.5
20111001,Sunderland,West Brom,2,2,D,2.2,3.4,3.25,2.25,3.2,3.3
20111001,Wolves,Newcastle,1,2,A,2.4,3.0,3.3,2.38,3.0,3.25
20111002,Bolton,Chelsea,1,5,A,6.5,1.53,4.0,6.0,1.55,4.0
20111002,Fulham,QPR,6,0,H,2.0,4.0,3.3,2.0,3.8,3.4
20111002,Swansea,Stoke,2,0,H,2.7,2.7,3.2,2.7,2.7,3.1
20111002,Tottenham,Arsenal,2,1,H,2.2,3.25,3.4,2.15,3.2,3.5
20111015,Chelsea,Everton,3,1,H,1.33,9.0,5.0,1.36,8.5,4.75
20111015,Liverpool,Man United,1,1,D,3.2,2.5,3.0,3.2,2.5,3.1
20111015,Man City,Aston Villa,4,1,H,1.36,9.0,4.5,1.33,8.5,5.0
20111015,Norwich,Swansea,3,1,H,2.2,3.25,3.3,2.15,3.4,3.3
20111015,QPR,Blackburn,1,1,D,1.91,4.0,3.4,1.85,4.33,3.5
20111015,Stoke,Fulham,2,0,H,2.0,3.8,3.3,2.15,3.6,3.2
20111015,Wigan,Bolton,1,3,A,2.25,3.2,3.3,2.3,3.1,3.3
20111016,Arsenal,Sunderland,2,1,H,1.4,8.0,4.5,1.44,7.0,4.33
20111016,Newcastle,Tottenham,2,2,D,2.75,2.5,3.3,2.8,2.4,3.5
20111016,West Brom,Wolves,2,0,H,2.05,3.75,3.3,2.05,3.6,3.4
20111022,Aston Villa,West Brom,1,2,A,1.91,4.0,3.4,2.0,3.75,3.3
20111022,Bolton,Sunderland,0,2,A,2.2,3.3,3.3,2.3,3.2,3.2
20111022,Liverpool,Norwich,1,1,D,1.3,10.0,5.0,1.33,9.0,4.75
20111022,Newcastle,Wigan,1,0,H,1.62,6.0,3.6,1.62,5.5,3.75
20111022,Wolves,Swansea,2,2,D,2.0,3.75,3.3,2.0,3.75,3.3
20111023,Arsenal,Stoke,3,1,H,1.53,6.5,3.8,1.57,6.0,3.75
20111023,Blackburn,Tottenham,1,2,A,4.0,1.91,3.4,3.75,1.91,3.6
20111023,Fulham,Everton,1,3,A,2.38,3.0,3.25,2.4,3.2,3.0
20111023,Man United,Man City,1,6,A,2.1,3.6,3.3,2.1,3.5,3.3
20111023,QPR,Chelsea,1,0,H,8.0,1.4,4.5,8.5,1.36,4.75
20111029,Chelsea,Arsenal,3,5,A,1.62,6.0,3.6,1.67,5.5,3.5
20111029,Everton,Man United,0,1,A,4.5,1.8,3.5,4.5,1.83,3.4
20111029,Man City,Wolves,3,1,H,1.17,17.0,7.0,1.18,15.0,6.5
20111029,Norwich,Blackburn,3,3,D,2.0,3.75,3.5,2.0,4.0,3.2
20111029,Sunderland,Aston Villa,2,2,D,2.2,3.3,3.3,2.25,3.3,3.2
20111029,Swansea,Bolton,3,1,H,2.1,3.5,3.4,2.15,3.5,3.2
20111029,West Brom,Liverpool,0,2,A,3.75,2.0,3.5,3.75,2.1,3.1
20111029,Wigan,Fulham,0,2,A,2.8,2.5,3.3,2.9,2.5,3.1
20111030,Tottenham,QPR,3,1,H,1.36,9.0,4.6,1.4,8.0,4.5
20111031,Stoke,Newcastle,1,3,A,2.2,3.3,3.3,2.2,3.5,3.1
20111105,Arsenal,West Brom,3,0,H,1.4,8.0,4.5,1.44,8.0,4.2
20111105,Aston Villa,Norwich,3,2,H,1.8,4.5,3.5,1.91,4.2,3.3
20111105,Blackburn,Chelsea,0,1,A,7.0,1.44,4.33,7.0,1.5,4.0
20111105,Liverpool,Swansea,0,0,D,1.29,10.0,5.5,1.36,10.0,4.33
20111105,Man United,Sunderland,1,0,H,1.2,13.0,6.5,1.25,13.0,5.5
20111105,Newcastle,Everton,2,1,H,2.25,3.2,3.25,2.38,3.0,3.2
20111105,QPR,Man City,2,3,A,9.0,1.33,5.0,8.0,1.4,4.5
20111106,Bolton,Stoke,5,0,H,2.38,3.0,3.3,2.5,2.8,3.2
20111106,Fulham,Tottenham,1,3,A,3.25,2.2,3.3,3.2,2.3,3.2
20111106,Wolves,Wigan,3,1,H,1.83,4.5,3.4,2.0,4.2,3.1
20111119,Everton,Wolves,2,1,H,1.57,6.5,3.6,1.62,5.5,3.8
20111119,Man City,Newcastle,3,1,H,1.3,9.0,5.5,1.3,9.5,5.5
20111119,Norwich,Arsenal,1,2,A,5.5,1.67,3.5,5.5,1.7,3.4
20111119,Stoke,QPR,2,3,A,1.8,4.5,3.5,1.75,4.75,3.6
20111119,Sunderland,Fulham,0,0,D,2.3,3.1,3.25,2.38,3.0,3.25
20111119,Swansea,Man United,0,1,A,6.5,1.5,4.0,8.0,1.44,4.0
20111119,West Brom,Bolton,2,1,H,2.0,3.75,3.3,2.0,3.75,3.4
20111119,Wigan,Blackburn,3,3,D,2.5,2.8,3.3,2.45,2.9,3.3
20111120,Chelsea,Liverpool,1,2,A,1.83,4.5,3.4,1.91,4.5,3.1
20111121,Tottenham,Aston Villa,2,0,H,1.5,6.5,4.2,1.55,5.5,4.33
20111126,Arsenal,Fulham,1,1,D,1.44,7.0,4.33,1.5,6.5,4.2
20111126,Bolton,Everton,0,2,A,2.88,2.38,3.4,2.9,2.38,3.4
20111126,Chelsea,Wolves,3,0,H,1.2,13.0,6.5,1.25,11.0,6.0
20111126,Man United,Newcastle,1,1,D,1.33,9.0,5.0,1.4,7.5,4.75
20111126,Norwich,QPR,2,1,H,2.25,3.0,3.5,2.15,3.25,3.5
20111126,Stoke,Blackburn,3,1,H,1.8,4.5,3.5,1.8,4.5,3.5
20111126,Sunderland,Wigan,1,2,A,1.73,5.0,3.5,1.7,4.8,3.75
20111126,West Brom,Tottenham,1,3,A,4.0,1.91,3.4,4.0,1.85,3.75
20111127,Liverpool,Man City,1,1,D,2.88,2.4,3.3,2.8,2.45,3.4
20111127,Swansea,Aston Villa,0,0,D,2.25,3.0,3.5,2.25,3.2,3.3
20111203,Aston Villa,Man United,0,1,A,5.0,1.67,3.75,5.0,1.75,3.4
20111203,Blackburn,Swansea,4,2,H,2.2,3.2,3.4,2.25,3.25,3.25
20111203,Man City,Norwich,5,1,H,1.17,15.0,7.0,1.2,15.0,6.0
20111203,Newcastle,Chelsea,0,3,A,3.75,2.0,3.4,3.5,2.15,3.2
20111203,QPR,West Brom,1,1,D,2.25,3.2,3.3,2.3,3.2,3.2
20111203,Tottenham,Bolton,3,0,H,1.29,10.0,5.5,1.33,9.0,4.8
20111203,Wigan,Arsenal,0,4,A,6.0,1.57,3.75,6.0,1.57,3.8
20111204,Everton,Stoke,0,1,A,1.73,5.0,3.5,1.73,5.0,3.5
20111204,Wolves,Sunderland,2,1,H,2.3,3.0,3.4,2.38,3.0,3.25
20111205,Fulham,Liverpool,1,0,H,3.4,2.1,3.4,3.3,2.25,3.2
20111210,Arsenal,Everton,1,0,H,1.53,7.0,3.75,1.53,5.5,3.8
20111210,Bolton,Aston Villa,1,2,A,2.6,2.6,3.4,2.4,2.7,3.2
20111210,Liverpool,QPR,1,0,H,1.33,11.0,4.5,1.3,9.5,4.5
20111210,Man United,Wolves,4,1,H,1.22,13.0,6.0,1.2,11.0,6.0
20111210,Norwich,Newcastle,4,2,H,2.38,2.9,3.3,2.38,2.7,3.3
20111210,Swansea,Fulham,2,0,H,2.5,2.8,3.25,2.5,2.7,3.1
20111210,West Brom,Wigan,1,2,A,1.73,5.0,3.5,1.67,4.8,3.5
20111211,Stoke,Tottenham,2,1,H,3.4,2.1,3.4,3.4,2.0,3.3
20111211,Sunderland,Blackburn,2,1,H,1.91,4.0,3.4,1.83,4.0,3.3
20111212,Chelsea,Man City,2,1,H,2.4,2.88,3.3,2.38,2.75,3.2
20111217,Blackburn,West Brom,1,2,A,2.25,3.1,3.3,2.25,3.0,3.5
20111217,Everton,Norwich,1,1,D,1.62,5.5,3.75,1.62,5.0,4.0
20111217,Fulham,Bolton,2,0,H,1.67,5.5,3.5,1.65,5.0,3.8
20111217,Newcastle,Swansea,0,0,D,1.8,4.5,3.5,1.8,4.5,3.5
20111217,Wigan,Chelsea,1,1,D,8.0,1.4,4.5,7.5,1.4,4.75
20111217,Wolves,Stoke,1,2,A,2.5,2.75,3.3,2.5,2.8,3.3
20111218,Aston Villa,Liverpool,0,2,A,4.0,1.95,3.3,4.0,1.91,3.4
20111218,Man City,Arsenal,1,0,H,1.67,5.0,3.75,1.7,4.8,3.8
20111218,QPR,Man United,0,2,A,7.0,1.5,4.0,7.0,1.5,4.0
20111218,Tottenham,Sunderland,1,0,H,1.4,8.0,4.5,1.4,7.5,4.75
20111220,Blackburn,Bolton,1,2,A,2.1,3.5,3.3,2.1,3.3,3.6
20111220,Wolves,Norwich,2,2,D,2.1,3.4,3.4,2.1,3.4,3.4
20111221,Aston Villa,Arsenal,1,2,A,5.0,1.73,3.5,4.75,1.73,3.6
20111221,Everton,Swansea,1,0,H,1.62,6.0,3.6,1.57,6.0,3.75
20111221,Fulham,Man United,0,5,A,5.5,1.67,3.5,5.0,1.67,3.75
20111221,Man City,Stoke,3,0,H,1.22,12.0,6.0,1.22,12.0,6.0
20111221,Newcastle,West Brom,2,3,A,1.83,4.33,3.5,1.91,4.0,3.4
20111221,QPR,Sunderland,2,3,A,2.25,3.1,3.4,2.38,2.9,3.3
20111221,Wigan,Liverpool,0,0,D,7.0,1.5,3.75,7.0,1.5,4.0
20111222,Tottenham,Chelsea,1,1,D,2.5,2.62,3.5,2.5,2.7,3.4
20111226,Bolton,Newcastle,0,2,A,2.25,2.8,3.3,2.38,2.88,3.4
20111226,Chelsea,Fulham,1,1,D,1.29,9.0,4.6,1.3,11.0,5.0
20111226,Liverpool,Blackburn,1,1,D,1.3,10.0,4.5,1.25,12.0,5.5
20111226,Man United,Wigan,5,0,H,1.17,12.0,6.0,1.17,19.0,6.5
20111226,Stoke,Aston Villa,0,0,D,2.0,3.3,3.3,1.91,4.0,3.4
20111226,Sunderland,Everton,1,1,D,2.2,2.88,3.3,2.5,2.9,3.1
20111226,West Brom,Man City,0,0,D,7.5,1.44,3.6,7.0,1.44,4.33
20111227,Arsenal,Wolves,1,1,D,1.22,10.0,5.5,1.22,12.0,6.0
20111227,Norwich,Tottenham,0,2,A,4.33,1.8,3.6,4.33,1.8,3.6
20111227,Swansea,QPR,1,1,D,2.1,3.5,3.3,2.05,3.75,3.25
20111230,Liverpool,Newcastle,3,1,H,1.57,6.0,3.8,1.53,6.0,4.0
20111231,Arsenal,QPR,1,0,H,1.25,11.0,6.0,1.29,12.0,5.0
20111231,Bolton,Wolves,1,1,D,2.1,3.5,3.25,2.3,3.2,3.2
20111231,Chelsea,Aston Villa,1,3,A,1.28,11.0,5.0,1.3,11.0,5.0
20111231,Man United,Blackburn,2,3,A,1.14,17.0,7.5,1.14,21.0,7.0
20111231,Norwich,Fulham,1,1,D,2.5,2.7,3.4,2.5,2.7,3.4
20111231,Stoke,Wigan,2,2,D,1.66,5.0,3.75,1.73,5.0,3.5
20111231,Swansea,Tottenham,1,1,D,5.5,1.66,3.5,5.5,1.7,3.5
20120101,Sunderland,Man City,1,0,H,6.5,1.53,3.75,6.0,1.57,3.75
20120101,West Brom,Everton,0,1,A,2.4,2.8,3.4,2.62,2.7,3.2
20120102,Aston Villa,Swansea,0,2,A,1.8,4.5,3.5,1.8,4.0,3.2
20120102,Blackburn,Stoke,1,2,A,2.37,3.0,3.25,2.45,2.5,3.2
20120102,Fulham,Arsenal,2,1,H,4.33,1.83,3.5,3.6,1.85,3.3
20120102,QPR,Norwich,1,2,A,2.1,3.5,3.3,2.0,3.25,3.2
20120102,Wolves,Chelsea,1,2,A,6.0,1.6,3.6,5.0,1.53,3.75
20120103,Man City,Liverpool,3,0,H,1.85,4.5,3.3,1.8,4.5,3.5
20120103,Tottenham,West Brom,1,0,H,1.36,9.0,4.5,1.36,8.5,4.8
20120103,Wigan,Sunderland,1,4,A,2.6,2.7,3.25,2.62,2.75,3.1
20120104,Everton,Bolton,1,2,A,1.53,6.5,4.0,1.53,7.0,3.75
20120104,Newcastle,Man United,3,0,H,5.0,1.66,3.75,5.0,1.73,3.5
20120111,Tottenham,Everton,2,0,H,1.53,6.5,3.8,1.5,5.5,3.75
20120114,Aston Villa,Everton,1,1,D,2.4,2.88,3.25,2.5,2.9,3.1
20120114,Blackburn,Fulham,3,1,H,2.8,2.5,3.25,2.8,2.5,3.2
20120114,Chelsea,Sunderland,1,0,H,1.4,8.0,4.5,1.44,8.0,4.0
20120114,Liverpool,Stoke,0,0,D,1.44,8.0,4.0,1.44,8.0,4.0
20120114,Man United,Bolton,3,0,H,1.17,17.0,6.5,1.17,19.0,6.5
20120114,Tottenham,Wolves,1,1,D,1.25,12.0,5.5,1.3,11.0,5.0
20120114,West Brom,Norwich,1,2,A,2.0,3.75,3.3,2.1,3.6,3.2
20120115,Newcastle,QPR,1,0,H,1.73,5.0,3.5,1.83,4.8,3.2
20120115,Swansea,Arsenal,3,2,H,5.0,1.7,3.6,4.5,1.8,3.5
20120116,Wigan,Man City,0,1,A,9.0,1.36,4.5,9.5,1.44,3.75
20120121,Bolton,Liverpool,3,1,H,5.5,1.67,3.5,6.0,1.67,3.4
20120121,Everton,Blackburn,1,1,D,1.62,6.0,3.5,1.57,7.0,3.5
20120121,Fulham,Newcastle,5,2,H,2.05,3.6,3.3,2.05,3.6,3.3
20120121,Norwich,Chelsea,0,0,D,6.0,1.6,3.6,5.5,1.62,3.75
20120121,QPR,Wigan,3,1,H,1.95,4.0,3.3,2.1,3.6,3.2
20120121,Stoke,West Brom,1,2,A,1.83,4.33,3.4,2.0,3.8,3.3
20120121,Sunderland,Swansea,2,0,H,1.83,4.33,3.4,1.91,4.33,3.2
20120121,Wolves,Aston Villa,2,3,A,2.5,2.75,3.2,2.62,2.7,3.2
20120122,Arsenal,Man United,1,2,A,2.88,2.62,3.1,2.9,2.62,2.9
20120122,Man City,Tottenham,3,2,H,1.91,4.2,3.25,1.91,4.33,3.2
20120131,Everton,Man City,1,0,H,4.5,1.85,3.3,4.5,1.85,3.3
20120131,Man United,Stoke,2,0,H,1.3,11.0,5.0,1.3,10.0,5.0
20120131,Swansea,Chelsea,1,1,D,4.2,1.91,3.3,3.75,2.0,3.3
20120131,Tottenham,Wigan,3,1,H,1.25,12.0,6.0,1.2,15.0,6.0
20120131,Wolves,Liverpool,0,3,A,5.0,1.73,3.5,4.8,1.7,3.75
20120201,Aston Villa,QPR,2,2,D,1.85,4.5,3.3,1.85,4.5,3.3
20120201,Blackburn,Newcastle,0,2,A,2.62,2.62,3.25,2.62,2.7,3.2
20120201,Bolton,Arsenal,0,0,D,5.0,1.73,3.5,5.0,1.73,3.5
20120201,Fulham,West Brom,1,1,D,1.91,4.33,3.25,1.91,4.2,3.3
20120201,Sunderland,Norwich,3,0,H,1.85,4.5,3.3,1.85,4.5,3.3
20120204,Arsenal,Blackburn,7,1,H,1.29,10.0,5.5,1.29,8.0,4.5
20120204,Man City,Fulham,3,0,H,1.25,12.0,5.5,1.29,8.0,4.5
20120204,Norwich,Bolton,2,0,H,2.05,3.6,3.3,1.95,3.3,3.2
20120204,QPR,Wolves,1,2,A,1.91,4.0,3.4,1.91,3.5,3.2
20120204,Stoke,Sunderland,0,1,A,2.2,3.2,3.3,2.05,3.25,3.1
20120204,West Brom,Swansea,1,2,A,2.05,3.6,3.3,2.1,3.0,3.2
20120204,Wigan,Everton,1,1,D,3.5,2.1,3.3,3.1,2.1,3.1
20120205,Chelsea,Man United,3,3,D,2.5,2.75,3.1,2.2,2.88,3.1
20120205,Newcastle,Aston Villa,2,1,H,2.0,3.75,3.3,2.0,3.2,3.2
20120206,Liverpool,Tottenham,0,0,D,2.15,3.4,3.3,2.1,3.0,3.2
20120211,Blackburn,QPR,3,2,H,2.2,3.2,3.2,2.38,2.9,3.4
20120211,Bolton,Wigan,1,2,A,2.0,3.6,3.25,2.05,3.4,3.6
20120211,Everton,Chelsea,2,0,H,3.4,2.1,3.2,3.1,2.3,3.3
20120211,Fulham,Stoke,2,1,H,2.0,3.6,3.2,2.0,3.8,3.4
20120211,Man United,Liverpool,2,1,H,1.83,4.2,3.3,1.91,4.0,3.5
20120211,Sunderland,Arsenal,1,2,A,3.5,2.0,3.3,3.6,2.05,3.4
20120211,Swansea,Norwich,2,3,A,1.91,3.75,3.3,1.83,4.2,3.6
20120211,Tottenham,Newcastle,5,0,H,1.5,7.0,3.6,1.5,6.5,4.2
20120212,Aston Villa,Man City,0,1,A,5.5,1.62,3.5,4.8,1.7,3.75
20120212,Wolves,West Brom,1,5,A,2.25,3.0,3.2,2.5,2.8,3.3
20120225,Chelsea,Bolton,3,0,H,1.3,10.0,5.0,1.3,10.0,5.0
20120225,Man City,Blackburn,3,0,H,1.17,15.0,6.5,1.17,15.0,7.5
20120225,Newcastle,Wolves,2,2,D,1.57,6.0,3.75,1.6,6.0,3.75
20120225,QPR,Fulham,0,1,A,2.5,2.75,3.3,2.7,2.62,3.2
20120225,West Brom,Sunderland,4,0,H,2.4,2.75,3.3,2.4,2.9,3.25
20120225,Wigan,Aston Villa,0,0,D,2.75,2.5,3.3,2.8,2.7,3.0
20120226,Arsenal,Tottenham,5,2,H,2.5,2.75,3.25,2.4,2.8,3.5
20120226,Norwich,Man United,1,2,A,6.5,1.53,3.8,6.0,1.53,4.2
20120226,Stoke,Swansea,2,0,H,2.05,3.6,3.3,2.1,3.6,3.25
20120303,Blackburn,Aston Villa,1,1,D,2.38,2.88,3.3,2.4,3.0,3.2
20120303,Liverpool,Arsenal,1,2,A,2.05,3.6,3.3,2.1,3.8,3.1
20120303,Man City,Bolton,2,0,H,1.14,21.0,7.0,1.14,21.0,7.0
20120303,QPR,Everton,1,1,D,3.0,2.38,3.2,3.0,2.4,3.2
20120303,Stoke,Norwich,1,0,H,1.91,4.0,3.4,1.91,4.33,3.2
20120303,West Brom,Chelsea,1,0,H,4.0,1.91,3.4,4.0,2.0,3.2
20120303,Wigan,Swansea,0,2,A,2.3,3.0,3.3,2.5,2.9,3.1
20120304,Fulham,Wolves,5,0,H,1.57,6.5,3.6,1.67,6.0,3.4
20120304,Newcastle,Sunderland,1,1,D,2.1,3.5,3.25,2.2,3.5,3.1
20120304,Tottenham,Man United,1,3,A,2.8,2.5,3.25,3.0,2.4,3.2
20120310,Aston Villa,Fulham,1,0,H,2.3,3.0,3.3,2.5,2.9,3.1
20120310,Bolton,QPR,2,1,H,2.3,3.1,3.25,2.38,3.0,3.2
20120310,Chelsea,Stoke,1,0,H,1.4,8.0,4.33,1.36,9.0,4.5
20120310,Everton,Tottenham,1,0,H,2.75,2.5,3.3,2.75,2.6,3.2
20120310,Sunderland,Liverpool,1,0,H,3.75,2.0,3.3,4.0,2.0,3.2
20120310,Wolves,Blackburn,0,2,A,2.38,2.9,3.3,2.3,3.1,3.3
20120311,Man United,West Brom,2,0,H,1.25,12.0,5.5,1.29,10.0,5.5
20120311,Norwich,Wigan,1,1,D,1.83,4.33,3.5,1.83,4.33,3.5
20120311,Swansea,Man City,1,0,H,6.0,1.6,3.6,6.0,1.57,3.75
20120312,Arsenal,Newcastle,2,1,H,1.5,7.0,3.8,1.44,7.0,4.33
20120313,Liverpool,Everton,3,0,H,1.8,4.5,3.5,1.8,5.0,3.25
20120317,Fulham,Swansea,0,3,A,1.83,4.5,3.3,1.91,4.5,3.2
20120317,Wigan,West Brom,1,1,D,2.75,2.5,3.3,2.7,2.7,3.1
20120318,Newcastle,Norwich,1,0,H,1.8,4.5,3.5,1.85,4.5,3.3
20120318,Wolves,Man United,0,5,A,9.0,1.33,5.0,9.0,1.36,4.5
20120320,Blackburn,Sunderland,2,0,H,2.5,2.75,3.3,2.4,2.9,3.3
20120321,Everton,Arsenal,0,1,A,3.0,2.38,3.25,3.0,2.4,3.2
20120321,Man City,Chelsea,2,1,H,1.83,4.33,3.5,1.91,4.0,3.4
20120321,QPR,Liverpool,3,2,H,4.5,1.8,3.5,4.5,1.8,3.5
20120321,Tottenham,Stoke,1,1,D,1.44,8.0,4.0,1.44,8.0,4.0
20120324,Arsenal,Aston Villa,3,0,H,1.36,9.0,4.5,1.36,10.0,4.33
20120324,Bolton,Blackburn,2,1,H,2.38,3.0,3.25,2.5,2.8,3.2
20120324,Chelsea,Tottenham,0,0,D,1.91,4.0,3.5,1.91,4.33,3.3
20120324,Liverpool,Wigan,1,2,A,1.29,11.0,5.0,1.33,11.0,4.5
20120324,Norwich,Wolves,2,1,H,1.73,4.8,3.6,1.8,5.0,3.3
20120324,Stoke,Man City,1,1,D,6.0,1.62,3.6,6.0,1.67,3.4
20120324,Sunderland,QPR,3,1,H,1.91,4.0,3.4,2.05,3.75,3.25
20120324,Swansea,Everton,0,2,A,2.2,3.4,3.25,2.1,3.6,3.2
20120325,West Brom,Newcastle,1,3,A,2.38,3.0,3.25,2.4,3.1,3.1
20120326,Man United,Fulham,1,0,H,1.22,13.0,6.0,1.25,12.0,5.5
20120331,Aston Villa,Chelsea,2,4,A,4.0,1.91,3.4,4.5,1.85,3.4
20120331,Everton,West Brom,2,0,H,1.8,4.5,3.5,1.8,4.5,3.5
20120331,Fulham,Norwich,2,1,H,1.73,5.0,3.5,1.73,4.5,3.75
20120331,Man City,Sunderland,3,3,D,1.25,12.0,5.5,1.22,13.0,6.0
20120331,QPR,Arsenal,2,1,H,5.5,1.62,3.75,5.5,1.62,3.75
20120331,Wigan,Stoke,2,0,H,2.7,2.7,3.3,2.62,2.75,3.1
20120331,Wolves,Bolton,2,3,A,2.38,2.9,3.3,2.3,2.88,3.5
20120401,Newcastle,Liverpool,2,0,H,2.62,2.5,3.25,2.9,2.38,3.4
20120401,Tottenham,Swansea,3,1,H,1.4,8.0,4.0,1.4,8.5,4.33
20120402,Blackburn,Man United,0,2,A,7.5,1.4,4.5,7.5,1.4,4.75
20120406,Swansea,Newcastle,0,2,A,2.4,2.88,3.3,2.4,3.0,3.2
20120407,Bolton,Fulham,0,3,A,2.62,2.62,3.25,2.62,2.8,3.1
20120407,Chelsea,Wigan,2,1,H,1.25,12.0,5.5,1.29,12.0,5.0
