Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,LBH,LBA,LBD,WHH,WHA,WHD
20130407,Chelsea,Sunderland,2,1,H,1.33,9.0,5.0,1.33,11.0,4.5
20130407,Liverpool,West Ham,0,0,D,1.36,7.5,5.0,1.36,8.0,5.0
20130407,Newcastle,Fulham,1,0,H,2.1,3.4,3.4,2.05,3.6,3.4
20130407,QPR,Wigan,1,1,D,2.3,3.0,3.4,2.4,3.1,3.1
20130407,Tottenham,Everton,2,2,D,2.2,3.2,3.3,2.2,3.4,3.2
20130408,Man United,Man City,1,2,A,2.2,3.2,3.4,2.3,3.4,3.0
20130413,Arsenal,Norwich,3,1,H,1.25,10.0,6.0,1.25,13.0,5.5
20130413,Aston Villa,Fulham,1,1,D,2.2,3.25,3.3,2.3,3.3,3.1
20130413,Everton,QPR,2,0,H,1.44,7.0,4.33,1.44,7.0,4.33
20130413,Reading,Liverpool,0,0,D,6.5,1.5,4.2,7.0,1.5,4.0
20130413,Southampton,West Ham,1,1,D,1.85,4.0,3.6,1.95,4.2,3.2
20130414,Newcastle,Sunderland,0,3,A,1.9,4.0,3.4,1.95,4.33,3.1
20130414,Stoke,Man United,0,2,A,6.0,1.57,3.75,6.5,1.62,3.4
20130416,Arsenal,Everton,0,0,D,1.75,4.5,3.75,1.75,4.5,3.75
20130417,Fulham,Chelsea,0,3,A,4.33,1.83,3.4,4.5,1.8,3.5
20130417,Man City,Wigan,1,0,H,1.25,12.0,6.0,1.22,12.0,6.0
20130417,West Ham,Man United,2,2,D,5.5,1.66,3.5,5.5,1.67,3.5
20130420,Fulham,Arsenal,0,1,A,4.5,1.75,3.75,4.5,1.8,3.5
20130420,Norwich,Reading,2,1,H,1.75,4.5,3.75,1.75,5.0,3.4
20130420,QPR,Stoke,0,2,A,2.2,3.3,3.25,2.3,3.2,3.2
20130420,Sunderland,Everton,1,0,H,3.2,2.25,3.3,3.2,2.3,3.2
20130420,Swansea,Southampton,0,0,D,2.2,3.1,3.4,2.4,3.1,3.1
20130420,West Brom,Newcastle,1,1,D,2.2,3.2,3.4,2.3,3.2,3.2
20130420,West Ham,Wigan,2,0,H,2.2,3.2,3.4,2.3,3.2,3.2
20130421,Liverpool,Chelsea,2,2,D,2.2,3.25,3.3,2.2,3.25,3.3
20130421,Tottenham,Man City,3,1,H,3.0,2.29,3.4,3.2,2.3,3.2
20130422,Man United,Aston Villa,3,0,H,1.25,10.5,6.0,1.29,9.5,5.5
20130427,Everton,Fulham,1,0,H,1.5,7.0,4.0,1.53,7.0,3.75
20130427,Man City,West Ham,2,1,H,1.25,12.0,5.5,1.29,12.0,5.0
20130427,Newcastle,Liverpool,0,6,A,2.8,2.4,3.4,3.0,2.5,3.0
20130427,Southampton,West Brom,0,3,A,1.9,3.75,3.6,1.91,4.5,3.1
20130427,Stoke,Norwich,1,0,H,2.1,3.75,3.2,2.15,3.6,3.1
20130427,Wigan,Tottenham,2,2,D,3.6,1.95,3.6,3.5,2.1,3.3
20130428,Arsenal,Man United,1,1,D,2.25,3.0,3.5,2.25,3.2,3.2
20130428,Chelsea,Swansea,2,0,H,1.36,7.5,5.0,1.36,9.0,4.5
20130428,Reading,QPR,0,0,D,2.6,2.6,3.4,2.6,2.8,3.1
20130429,Aston Villa,Sunderland,6,1,H,2.25,3.2,3.3,2.3,3.2,3.2
20130504,Fulham,Reading,2,4,A,1.72,4.5,3.75,1.73,5.0,3.5
20130504,Norwich,Aston Villa,1,2,A,2.37,2.9,3.3,2.6,2.9,3.0
20130504,QPR,Arsenal,0,1,A,6.5,1.44,4.5,8.0,1.44,4.0
20130504,Swansea,Man City,0,0,D,4.8,1.75,3.6,5.0,1.8,3.25
20130504,Tottenham,Southampton,1,0,H,1.5,6.0,4.33,1.5,7.5,3.75
20130504,West Brom,Wigan,2,3,A,2.25,3.1,3.4,2.4,3.0,3.2
20130504,West Ham,Newcastle,0,0,D,2.25,3.1,3.4,2.4,3.1,3.1
20130505,Liverpool,Everton,0,0,D,1.95,3.75,3.5,1.95,4.2,3.2
20130505,Man United,Chelsea,0,1,A,2.2,3.2,3.4,2.25,3.5,3.0
20130506,Sunderland,Stoke,1,1,D,2.1,3.75,3.2,2.15,3.75,3.0
20130507,Man City,West Brom,1,0,H,1.33,9.0,5.0,1.36,9.0,4.6
20130507,Wigan,Swansea,2,3,A,1.8,4.33,3.6,1.8,4.5,3.5
20130508,Chelsea,Tottenham,2,2,D,1.95,3.6,3.6,1.95,4.0,3.3
20130511,Aston Villa,Chelsea,1,2,A,4.33,1.8,3.6,4.5,1.85,3.3
20130512,Everton,West Ham,2,0,H,1.53,6.0,4.2,1.53,6.0,4.0
20130512,Fulham,Liverpool,1,3,A,3.75,1.91,3.6,3.5,2.1,3.3
20130512,Man United,Swansea,2,1,H,1.3,9.5,5.5,1.33,10.0,4.8
20130512,Norwich,West Brom,4,0,H,2.2,3.2,3.5,2.25,3.3,3.2
20130512,QPR,Newcastle,1,2,A,3.0,2.3,3.4,3.0,2.38,3.2
20130512,Stoke,Tottenham,1,2,A,4.0,1.91,3.5,4.2,1.91,3.3
20130512,Sunderland,Southampton,1,1,D,2.62,2.75,3.2,2.8,2.9,2.8
20130514,Arsenal,Wigan,4,1,H,1.36,8.0,5.0,1.4,8.5,4.33
20130514,Reading,Man City,0,2,A,6.0,1.53,4.33,5.5,1.57,4.0
20130519,Chelsea,Everton,2,1,H,1.67,5.0,3.75,1.73,4.8,3.6
20130519,Liverpool,QPR,1,0,H,1.25,11.0,6.0,1.25,12.0,5.5
20130519,Man City,Norwich,2,3,A,1.33,8.5,5.0,1.33,9.0,5.0
20130519,Newcastle,Arsenal,0,1,A,5.5,1.57,4.0,5.5,1.53,4.33
20130519,Southampton,Stoke,1,1,D,1.8,4.5,3.5,1.8,5.0,3.25
20130519,Swansea,Fulham,0,3,A,1.73,4.5,3.75,1.8,4.33,3.6
20130519,Tottenham,Sunderland,1,0,H,1.3,10.0,5.0,1.3,11.0,5.0
20130519,West Brom,Man United,5,5,D,4.33,1.75,3.75,4.33,1.83,3.5
20130519,West Ham,Reading,4,2,H,1.7,4.8,3.75,1.7,5.5,3.4
20130519,Wigan,Aston Villa,2,2,D,2.05,3.4,3.5,2.15,3.4,3.3
