Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,LBH,LBA,LBD,WHH,WHA,WHD
20110409,Chelsea,Wigan,1,0,H,1.2,13.0,6.5,1.25,15.0,5.0
20110409,Man United,Fulham,2,0,H,1.44,7.0,4.33,1.5,7.5,3.75
20110409,Sunderland,West Brom,2,3,A,2.1,3.5,3.3,2.3,3.2,3.2
20110409,Tottenham,Stoke,3,2,H,1.8,4.5,3.5,1.8,5.0,3.25
20110409,Wolves,Everton,0,3,A,2.5,2.8,3.3,2.62,2.9,3.0
20110410,Aston Villa,Newcastle,1,0,H,1.83,4.33,3.5,1.83,4.2,3.6
20110410,Blackpool,Arsenal,1,3,A,6.5,1.44,4.5,7.0,1.4,5.0
20110411,Liverpool,Man City,3,0,H,2.4,2.9,3.3,2.5,2.88,3.2
20110416,Birmingham,Sunderland,2,0,H,2.2,3.4,3.2,2.3,3.3,3.1
20110416,Blackpool,Wigan,1,3,A,2.3,2.88,3.5,2.3,3.1,3.3
20110416,Everton,Blackburn,2,0,H,1.67,5.0,3.75,1.73,5.5,3.3
20110416,West Brom,Chelsea,1,3,A,5.0,1.73,3.5,5.5,1.73,3.3
20110416,West Ham,Aston Villa,1,2,A,2.3,3.1,3.3,2.38,3.0,3.2
20110417,Arsenal,Liverpool,1,1,D,1.73,5.0,3.5,1.8,5.5,3.1
20110419,Newcastle,Man United,0,0,D,5.0,1.67,3.75,5.0,1.7,3.6
20110420,Chelsea,Birmingham,3,1,H,1.22,12.0,6.0,1.22,13.0,6.0
20110420,Tottenham,Arsenal,3,3,D,2.62,2.6,3.4,2.8,2.5,3.3
20110423,Aston Villa,Stoke,1,1,D,1.8,4.5,3.5,1.91,4.0,3.5
20110423,Blackpool,Newcastle,1,1,D,2.75,2.4,3.5,2.8,2.5,3.3
20110423,Chelsea,West Ham,3,0,H,1.22,13.0,6.0,1.25,12.0,5.5
20110423,Liverpool,Birmingham,5,0,H,1.5,7.0,4.0,1.5,8.0,3.75
20110423,Man United,Everton,1,0,H,1.44,7.5,4.2,1.5,8.0,3.75
20110423,Sunderland,Wigan,4,2,H,2.1,3.5,3.3,2.15,3.5,3.2
20110423,Tottenham,West Brom,2,2,D,1.57,5.5,4.0,1.62,6.0,3.6
20110423,Wolves,Fulham,1,1,D,2.38,2.9,3.3,2.5,2.9,3.2
20110424,Bolton,Arsenal,2,1,H,4.5,1.73,3.75,4.5,1.8,3.5
20110425,Blackburn,Man City,0,1,A,3.75,2.0,3.4,3.5,2.15,3.2
20110426,Stoke,Wolves,3,0,H,1.83,4.33,3.5,1.83,4.33,3.5
20110427,Fulham,Bolton,3,0,H,1.83,4.33,3.5,1.83,4.33,3.5
20110430,Blackburn,Bolton,1,0,H,2.0,3.6,3.5,2.05,3.6,3.4
20110430,Blackpool,Stoke,0,0,D,2.7,2.5,3.4,2.62,2.5,3.6
20110430,Chelsea,Tottenham,2,1,H,1.53,6.0,4.0,1.5,6.5,4.2
20110430,Sunderland,Fulham,0,3,A,2.6,2.75,3.2,2.6,2.9,3.0
20110430,West Brom,Aston Villa,2,1,H,2.3,3.1,3.3,2.25,3.1,3.4
20110430,Wigan,Everton,1,1,D,2.8,2.5,3.3,2.75,2.6,3.2
20110501,Arsenal,Man United,1,0,H,2.62,2.62,3.3,2.45,2.9,3.25
20110501,Birmingham,Wolves,1,1,D,2.2,3.3,3.3,2.15,3.5,3.25
20110501,Liverpool,Newcastle,3,0,H,1.4,7.5,4.5,1.5,6.5,4.2
20110501,Man City,West Ham,2,1,H,1.44,7.0,4.33,1.4,7.5,4.75
20110507,Aston Villa,Wigan,1,1,D,1.83,4.33,3.5,1.75,4.5,3.75
20110507,Bolton,Sunderland,1,2,A,1.8,4.5,3.5,1.83,4.5,3.4
20110507,Everton,Man City,2,1,H,2.8,2.5,3.3,2.8,2.7,3.0
20110507,Newcastle,Birmingham,2,1,H,1.91,4.0,3.4,2.0,4.0,3.2
20110507,Tottenham,Blackpool,1,1,D,1.33,9.0,5.0,1.33,9.0,5.0
20110507,West Ham,Blackburn,1,1,D,1.91,4.0,3.4,2.05,3.6,3.4
20110508,Man United,Chelsea,2,1,H,2.38,3.0,3.25,2.4,3.25,3.0
20110508,Stoke,Arsenal,3,1,H,5.0,1.67,3.75,5.0,1.73,3.5
20110508,Wolves,West Brom,3,1,H,2.2,3.3,3.3,2.2,3.4,3.2
20110509,Fulham,Liverpool,2,5,A,2.8,2.5,3.3,2.8,2.5,3.2
20110510,Man City,Tottenham,1,0,H,1.91,4.0,3.4,1.95,4.0,3.3
20110514,Blackburn,Man United,1,1,D,5.0,1.67,3.75,5.0,1.75,3.4
20110514,Blackpool,Bolton,4,3,H,2.2,3.1,3.5,2.2,3.1,3.5
20110514,Sunderland,Wolves,1,3,A,2.62,2.62,3.3,2.5,2.75,3.3
20110514,West Brom,Everton,1,0,H,2.62,2.62,3.3,2.7,2.7,3.1
20110515,Arsenal,Aston Villa,1,2,A,1.36,8.0,5.0,1.4,8.0,4.5
20110515,Birmingham,Fulham,0,2,A,2.2,3.3,3.3,2.3,3.3,3.1
20110515,Chelsea,Newcastle,2,2,D,1.22,11.0,6.5,1.25,15.0,5.0
20110515,Liverpool,Tottenham,0,2,A,1.73,4.5,3.75,1.8,4.5,3.5
20110515,Wigan,West Ham,3,2,H,2.2,3.2,3.4,2.15,3.4,3.3
20110517,Man City,Stoke,3,0,H,1.4,8.0,4.5,1.4,8.5,4.33
20110522,Aston Villa,Liverpool,1,0,H,3.0,2.38,3.25,2.62,2.3,3.2
20110522,Bolton,Man City,0,2,A,5.0,1.67,3.75,4.33,1.73,3.5
20110522,Everton,Chelsea,1,0,H,3.1,2.3,3.3,2.62,2.3,3.2
20110522,Fulham,Arsenal,2,2,D,3.6,2.0,3.5,3.5,1.95,3.4
20110522,Man United,Blackpool,4,2,H,1.53,5.5,4.33,1.57,5.0,3.8
20110522,Newcastle,West Brom,3,3,D,2.0,3.6,3.5,1.91,3.3,3.3
20110522,Stoke,Wigan,0,1,A,2.88,2.38,3.4,2.7,2.3,3.2
20110522,Tottenham,Birmingham,2,1,H,1.57,5.5,4.0,1.53,5.0,3.6
20110522,West Ham,Sunderland,0,3,A,2.0,3.75,3.4,1.95,3.25,3.3
20110522,Wolves,Blackburn,2,3,A,2.1,3.6,3.2,2.0,3.3,3.1
